iter	RMSE
277	2937.603743
278	2936.331193
279	2935.624094
280	2935.050805
281	2933.535983
282	2932.664117
283	2931.174345
284	2929.972788
285	2928.631113
286	2927.125468
287	2925.297509
288	2924.355072
289	2921.447686
290	2920.895847
291	2920.177878
292	2918.427876
293	2917.434843
294	2916.792535
295	2915.483637
296	2913.959075
297	2912.36254
298	2911.213869
299	2909.665326
300	2908.539314
301	2906.746019
302	2905.410907
303	2903.56514
304	2902.943185
305	2902.207759
306	2900.479024
307	2899.106703
308	2897.839499
309	2896.664578
310	2895.324851
311	2894.443055
312	2892.893121
313	2892.096157
314	2889.866428
315	2889.383287
316	2888.247382
317	2887.330083
318	2886.573111
319	2885.151676
320	2883.309684
321	2882.020503
322	2880.291519
323	2879.258765
324	2876.684455
325	2875.6737
326	2874.335619
327	2873.285305
328	2871.712118
329	2870.877332
330	2869.257198
331	2867.843844
332	2866.315004
333	2864.606871
334	2863.578767
335	2863.035191
336	2861.630706
337	2860.608565
338	2858.830764
339	2857.696132
340	2856.600641
341	2855.745055
342	2854.432206
343	2853.320498
344	2851.629413
345	2850.407682
346	2848.418626
347	2847.198703
348	2845.942089
349	2844.704738
350	2843.754028
351	2842.427722
352	2841.169121
353	2840.319091
354	2838.605709
355	2837.544611
356	2836.419434
357	2835.587369
358	2834.718289
359	2833.535507
360	2832.377368
361	2831.284857
362	2830.315426
363	2829.544046
364	2828.276431
365	2827.503141
366	2826.542486
367	2825.350709
368	2824.168725
369	2822.477165
370	2821.513325
371	2819.960272
372	2819.04833
373	2818.299363
374	2817.571138
375	2816.554603
376	2815.67825
377	2814.736863
378	2813.100975
379	2812.019322
380	2809.581776
381	2808.845013
382	2806.629952
383	2805.966609
384	2804.723519
385	2803.765976
386	2803.07706
387	2801.925538
388	2801.280255
389	2800.35351
390	2799.031295
391	2797.646939
392	2796.474966
393	2795.550575
394	2793.754253
395	2792.653647
396	2791.672414
397	2791.245941
398	2790.057877
399	2788.942208
400	2788.163616
401	2787.16629
402	2786.203318
403	2785.10439
404	2784.436153
405	2783.559375
406	2782.645097
407	2781.50417
408	2780.722401
409	2779.612846
410	2778.679181
411	2777.672716
412	2776.968068
413	2775.894648
414	2774.746094
415	2773.832046
416	2772.581095
417	2771.983248
418	2771.276949
419	2770.732523
420	2770.103198
421	2769.287028
422	2768.072009
423	2767.105635
424	2766.17514
425	2765.326593
426	2764.322922
427	2763.098445
428	2762.26157
429	2761.307582
430	2760.613803
431	2759.873572
432	2759.330181
433	2758.193015
434	2757.311878
435	2756.631054
436	2755.804461
437	2754.915986
438	2753.893741
439	2751.814655
440	2751.188406
441	2750.55301
442	2749.960626
443	2748.987802
444	2748.162767
445	2747.535832
446	2746.539632
447	2745.717874
448	2744.796772
449	2744.109464
450	2742.726959
451	2742.010251
452	2740.613322
453	2739.968965
454	2738.90725
455	2738.115949
456	2737.544732
457	2736.728974
458	2736.317477
459	2734.676417
460	2733.147023
461	2732.418578
462	2731.530848
463	2730.610955
464	2730.100887
465	2729.336732
466	2728.466332
467	2727.493638
468	2727.008714
469	2726.225542
470	2725.083138
471	2723.913638
472	2723.245012
473	2722.201219
474	2721.445473
475	2720.905425
476	2720.398432
477	2719.984652
478	2719.380975
479	2718.468035
480	2717.862642
481	2716.995309
482	2715.954064
483	2714.419065
484	2714.07187
485	2713.467849
486	2712.851452
487	2712.269737
488	2711.200654
489	2710.558861
490	2709.489626
491	2708.763754
492	2708.052405
493	2707.606372
494	2706.216757
495	2705.673461
496	2705.196404
497	2704.784995
498	2704.029768
499	2703.387356
500	2702.053456
501	2701.215106
502	2700.449382
503	2699.847957
504	2698.856692
505	2697.938592
506	2697.032099
507	2696.100085
508	2695.563719
509	2694.865943
510	2694.071478
511	2692.992006
512	2692.282078
513	2691.553031
514	2691.020527
515	2690.183928
516	2689.183709
517	2688.281983
518	2687.869206
519	2686.7182
520	2686.007945
521	2684.745707
522	2684.233788
523	2683.558269
524	2682.938839
525	2681.778115
526	2681.090919
527	2680.213095
528	2679.959585
529	2679.511342
530	2678.922164
531	2678.055541
532	2677.345996
533	2676.577747
534	2675.822956
535	2675.194839
536	2674.457891
537	2673.156286
538	2672.597875
539	2672.063443
540	2670.879206
541	2670.156682
542	2668.398347
543	2667.919299
544	2667.252789
545	2666.391139
546	2665.435617
547	2664.668196
548	2663.796022
549	2662.697182
550	2662.226259
551	2661.481682
552	2660.774403
553	2659.771992
554	2658.931584
555	2658.3091
556	2657.618136
557	2657.020563
558	2656.259816
559	2655.672587
560	2655.209618
561	2654.472082
562	2653.919607
563	2653.318161
564	2652.778404
565	2652.329339
566	2651.880221
567	2651.316575
568	2650.594462
569	2649.825172
570	2649.269558
571	2648.151025
572	2647.420219
573	2646.851129
574	2646.229972
575	2645.549944
576	2644.843456
577	2643.645913
578	2643.012603
579	2642.224158
580	2640.986486
581	2640.29985
582	2639.626362
583	2639.069151
584	2638.356856
585	2637.929827
586	2637.381276
587	2636.80194
588	2636.135312
589	2635.580432
590	2634.923226
591	2634.27461
592	2633.883849
593	2633.157502
594	2632.476811
595	2631.186286
596	2630.5504
597	2630.161895
598	2629.424147
599	2628.924538
600	2628.215328
601	2627.803487
602	2627.191223
603	2626.603583
604	2625.726348
605	2625.178004
606	2624.495552
607	2623.987384
608	2623.526601
609	2622.623376
610	2621.896811
611	2621.499732
612	2620.922472
613	2619.753359
614	2619.509851
615	2619.079831
616	2618.208868
617	2617.821762
618	2616.965082
619	2616.414136
620	2615.831457
621	2615.106376
622	2614.47044
623	2613.788893
624	2612.732661
625	2612.126993
626	2611.347732
627	2610.917386
628	2610.613283
629	2610.084319
630	2609.478998
631	2608.660731
632	2608.103022
633	2607.309829
634	2606.870563
635	2606.087642
636	2605.059157
637	2604.243518
638	2603.893656
639	2602.906229
640	2602.373211
641	2601.880422
642	2601.094828
643	2600.464639
644	2599.664801
645	2598.923089
646	2598.230419
647	2597.649047
648	2597.236374
649	2596.891616
650	2596.633302
651	2595.900918
652	2594.854413
653	2594.306968
654	2593.715216
655	2593.26439
656	2592.583157
657	2592.018862
658	2591.46751
659	2590.581236
660	2589.965789
661	2589.316909
662	2588.864106
663	2587.933388
664	2587.4183
665	2586.781167
666	2586.174457
667	2585.207792
668	2584.669748
669	2584.038251
670	2583.277528
671	2582.875681
672	2581.69101
673	2581.041053
674	2580.449082
675	2579.811037
676	2579.306139
677	2579.052633
678	2578.307601
679	2577.714214
680	2576.915891
681	2576.144727
682	2575.35751
683	2574.319244
684	2573.124489
685	2572.647184
686	2571.790179
687	2571.190762
688	2570.374039
689	2569.598453
690	2569.044117
691	2568.695214
692	2567.869824
693	2567.259986
694	2566.708068
695	2566.276225
696	2565.551892
697	2564.976908
698	2564.507152
699	2564.080592
700	2563.25493
701	2562.682705
702	2561.911471
703	2561.34476
704	2560.417031
705	2559.996398
706	2559.258736
707	2558.405929
708	2557.842774
709	2557.466126
710	2557.309344
711	2556.596301
712	2556.243157
713	2555.863343
714	2555.259694
715	2554.473713
716	2553.97034
717	2552.993139
718	2552.433015
719	2551.562554
720	2551.073218
721	2550.913465
722	2550.24265
723	2549.790503
724	2549.382427
725	2548.709843
726	2548.101157
727	2547.448048
728	2546.857846
729	2546.42514
730	2545.913254
731	2545.52779
732	2545.105588
733	2544.600884
734	2543.950875
735	2543.45253
736	2542.490373
737	2542.143327
738	2541.225459
739	2540.806446
740	2540.358648
741	2539.634748
742	2538.776679
743	2538.296441
744	2537.805536
745	2537.445871
746	2537.104377
747	2536.508784
748	2535.599584
749	2535.099002
750	2534.674326
751	2534.023866
752	2533.638766
753	2533.274982
754	2532.682225
755	2531.955672
756	2531.435607
757	2531.107302
758	2530.667716
759	2530.15303
760	2529.618007
761	2528.975638
762	2527.688033
763	2527.17089
764	2526.806144
765	2526.479027
766	2525.903364
767	2525.504132
768	2525.118799
769	2524.472453
770	2523.9466
771	2523.374211
772	2522.624615
773	2522.232169
774	2521.638351
775	2521.129612
776	2520.350296
777	2519.776276
778	2519.151016
779	2518.409414
780	2517.775141
781	2517.222637
782	2516.716683
783	2516.100689
784	2515.786516
785	2515.45203
786	2514.994636
787	2514.484679
788	2513.812438
789	2513.485705
790	2513.040697
791	2512.47049
792	2512.003869
793	2511.28823
794	2510.804076
795	2510.400843
796	2509.604491
797	2508.809729
798	2508.129755
799	2507.710414
800	2507.359923
801	2507.073001
802	2506.453761
803	2506.209787
804	2505.748748
805	2504.581962
806	2504.191561
807	2503.73134
808	2503.169896
809	2502.830752
810	2501.689926
811	2500.969475
812	2500.546015
813	2500.162423
814	2499.399907
815	2498.922593
816	2498.256256
817	2497.593712
818	2497.10086
819	2496.643639
820	2496.224973
821	2495.466784
822	2494.991854
823	2494.183928
824	2493.434491
825	2493.073219
826	2492.233283
827	2491.93519
828	2491.286479
829	2490.767625
830	2490.365114
831	2490.009058
832	2489.576621
833	2488.977427
834	2488.647639
835	2487.988604
836	2487.556956
837	2486.808445
838	2486.284013
839	2485.630839
840	2484.811677
841	2484.400004
842	2483.991656
843	2483.405819
844	2482.988029
845	2482.546344
846	2482.234984
847	2481.884427
848	2481.470209
849	2481.117599
850	2480.716506
851	2480.058008
852	2478.976346
853	2478.145875
854	2477.707228
855	2477.238505
856	2476.697233
857	2476.195692
858	2475.479768
859	2474.986356
860	2474.578914
861	2473.999023
862	2473.530853
863	2473.153373
864	2472.773869
865	2472.027105
866	2471.36794
867	2470.665137
868	2469.898615
869	2469.615863
870	2469.402307
871	2468.938627
872	2468.61354
873	2468.170237
874	2467.493921
875	2467.153032
876	2466.684066
877	2465.909542
878	2465.223917
879	2464.763326
880	2464.21667
881	2463.733501
882	2463.31699
883	2462.965501
884	2462.41047
885	2461.970617
886	2461.59548
887	2461.11437
888	2460.648289
889	2460.186646
890	2459.906472
891	2459.26866
892	2458.726973
893	2457.991992
894	2457.536218
895	2457.02107
896	2456.687285
897	2456.193319
898	2455.926868
899	2455.451642
900	2455.105133
901	2454.602307
902	2454.04712
903	2453.616653
904	2453.362633
905	2452.97943
906	2452.693776
907	2452.171815
908	2451.713061
909	2451.079247
910	2450.61563
911	2450.091398
912	2449.743861
913	2449.156888
914	2448.645068
915	2448.098184
916	2447.660585
917	2446.917516
918	2446.704552
919	2446.332345
920	2445.725734
921	2445.230684
922	2444.805777
923	2444.356384
924	2443.954002
925	2443.673757
926	2443.260026
927	2442.724604
928	2442.286119
929	2441.938609
930	2441.594758
931	2441.134967
932	2440.846178
933	2440.256898
934	2439.598223
935	2439.052735
936	2438.713362
937	2438.428971
938	2438.082009
939	2437.609155
940	2437.167875
941	2436.683291
942	2436.000812
943	2435.744941
944	2435.234758
945	2434.744361
946	2434.239851
947	2433.699432
948	2433.041388
949	2432.483528
950	2432.14457
951	2431.867258
952	2430.965525
953	2430.46035
954	2430.102484
955	2429.60583
956	2428.963015
957	2428.580304
958	2428.179066
959	2427.364236
960	2426.95193
961	2426.387544
962	2425.748776
963	2425.416328
964	2425.039909
965	2424.583397
966	2423.76343
967	2423.316814
968	2422.917681
969	2422.372385
970	2421.903936
971	2421.56189
972	2421.111545
973	2420.615223
974	2419.963865
975	2419.451385
976	2419.006452
977	2418.341142
978	2417.845129
979	2417.576704
980	2417.046113
981	2416.633644
982	2416.298377
983	2415.847553
984	2415.1996
985	2414.963013
986	2414.570736
987	2414.197533
988	2413.972604
989	2413.677735
990	2413.13251
991	2412.78271
992	2412.270586
993	2411.628121
994	2410.926691
995	2410.39183
996	2409.962565
997	2409.612587
998	2409.3082
999	2408.689322
