iter	Passed	Remaining
880	3106	419
881	3109	416
882	3112	412
883	3116	408
884	3119	405
885	3122	401
886	3125	398
887	3127	394
888	3131	391
889	3135	387
890	3138	383
891	3141	380
892	3144	376
893	3148	373
894	3151	369
895	3154	366
896	3157	362
897	3161	359
898	3164	355
899	3168	352
900	3172	348
901	3176	345
902	3180	341
903	3183	338
904	3185	334
905	3188	330
906	3191	327
907	3195	323
908	3198	320
909	3202	316
910	3206	313
911	3209	309
912	3212	306
913	3216	302
914	3219	299
915	3223	295
916	3225	291
917	3228	288
918	3231	284
919	3234	281
920	3238	277
921	3241	274
922	3245	270
923	3248	267
924	3251	263
925	3255	260
926	3258	256
927	3262	253
928	3266	249
929	3270	246
930	3273	242
931	3275	239
932	3278	235
933	3281	231
934	3285	228
935	3288	224
936	3291	221
937	3294	217
938	3297	214
939	3301	210
940	3304	207
941	3307	203
942	3310	200
943	3314	196
944	3317	193
945	3320	189
946	3323	185
947	3326	182
948	3330	178
949	3333	175
950	3336	171
951	3339	168
952	3342	164
953	3346	161
954	3350	157
955	3352	154
956	3355	150
957	3358	147
958	3362	143
959	3365	140
960	3369	136
961	3372	133
962	3377	129
963	3380	126
964	3383	122
965	3386	119
966	3388	115
967	3392	112
968	3395	108
969	3398	105
970	3401	101
971	3404	98
972	3408	94
973	3411	91
974	3414	87
975	3418	84
976	3421	80
977	3425	77
978	3428	73
979	3430	70
980	3433	66
981	3436	62
982	3441	59
983	3444	56
984	3446	52
985	3449	48
986	3452	45
987	3456	41
988	3461	38
989	3469	35
990	3473	31
991	3476	28
992	3478	24
993	3481	21
994	3483	17
995	3488	14
996	3491	10
997	3493	7
998	3496	3
999	3499	0
