iter	RMSE
403	2842.911062
404	2841.261153
405	2840.613196
406	2839.592416
407	2838.801528
408	2837.811599
409	2836.204464
410	2835.602196
411	2834.655443
412	2833.770668
413	2832.763962
414	2832.1241
415	2831.022646
416	2830.494007
417	2829.736607
418	2828.369959
419	2827.665841
420	2826.824709
421	2825.57501
422	2824.896208
423	2824.002156
424	2823.179646
425	2822.629602
426	2822.007975
427	2821.3513
428	2820.695663
429	2819.923083
430	2819.034965
431	2818.243886
432	2817.472586
433	2816.3824
434	2815.363436
435	2813.83837
436	2813.172084
437	2812.225857
438	2810.81729
439	2809.907457
440	2809.075695
441	2808.10086
442	2807.000391
443	2806.077178
444	2805.104343
445	2804.342156
446	2803.745017
447	2802.997117
448	2802.333783
449	2800.346922
450	2799.69019
451	2799.142519
452	2798.301545
453	2797.536966
454	2796.404998
455	2795.28875
456	2794.315963
457	2793.463211
458	2792.931058
459	2792.091133
460	2791.364792
461	2790.592222
462	2790.050681
463	2789.064917
464	2788.09792
465	2787.01238
466	2786.452885
467	2785.561706
468	2784.905413
469	2784.341175
470	2783.675539
471	2782.238247
472	2781.452396
473	2780.828549
474	2780.001046
475	2779.528219
476	2779.038928
477	2778.322311
478	2777.207325
479	2776.572514
480	2775.564392
481	2774.72504
482	2773.856065
483	2773.538185
484	2772.741919
485	2771.218995
486	2770.35904
487	2769.528728
488	2768.90076
489	2768.10889
490	2766.518261
491	2765.836212
492	2765.145276
493	2764.261434
494	2763.569613
495	2763.212213
496	2762.040861
497	2761.296638
498	2760.753611
499	2759.970881
500	2759.401382
501	2758.849402
502	2757.843194
503	2757.256041
504	2756.602202
505	2755.514231
506	2754.847566
507	2754.420581
508	2753.758964
509	2753.128104
510	2752.728048
511	2752.128633
512	2751.57759
513	2750.93963
514	2749.839225
515	2748.793757
516	2747.464435
517	2746.706881
518	2745.949365
519	2745.379014
520	2744.693447
521	2744.02177
522	2743.324101
523	2742.837118
524	2742.418749
525	2741.796163
526	2741.139328
527	2740.615555
528	2739.689181
529	2738.989695
530	2738.324319
531	2737.4656
532	2736.065468
533	2735.344464
534	2734.810979
535	2734.372647
536	2733.454922
537	2732.857667
538	2732.464551
539	2732.003851
540	2731.238998
541	2730.248502
542	2729.351663
543	2728.380564
544	2727.640888
545	2726.998516
546	2726.729155
547	2726.044734
548	2725.599673
549	2725.238222
550	2724.362312
551	2723.450839
552	2722.525801
553	2722.043241
554	2721.644688
555	2720.925781
556	2720.093357
557	2719.349987
558	2718.174694
559	2717.22915
560	2716.018822
561	2715.137212
562	2714.607999
563	2714.001782
564	2712.593075
565	2711.975173
566	2710.987054
567	2710.669138
568	2710.017655
569	2709.178667
570	2707.927548
571	2707.212356
572	2706.438869
573	2705.550375
574	2704.786965
575	2704.421694
576	2703.920586
577	2703.12425
578	2702.431364
579	2702.100641
580	2701.273568
581	2700.916361
582	2700.088482
583	2699.511965
584	2698.992101
585	2698.023876
586	2697.402712
587	2696.535477
588	2695.786056
589	2695.028001
590	2694.501412
591	2694.195552
592	2693.578003
593	2693.128034
594	2692.481027
595	2692.037757
596	2691.262771
597	2690.308715
598	2689.695521
599	2688.797252
600	2688.163531
601	2687.520195
602	2686.754066
603	2685.885767
604	2685.436462
605	2684.962862
606	2684.107052
607	2683.459335
608	2682.794458
609	2682.05332
610	2681.301333
611	2680.937087
612	2680.572917
613	2679.395964
614	2678.936723
615	2678.173971
616	2677.374072
617	2676.407562
618	2676.025347
619	2675.704702
620	2675.003664
621	2674.419911
622	2673.906123
623	2673.12063
624	2672.474487
625	2671.397031
626	2670.582241
627	2669.91761
628	2669.266365
629	2668.76042
630	2668.299809
631	2667.586596
632	2667.014985
633	2666.132109
634	2665.602641
635	2664.984384
636	2664.230927
637	2663.376517
638	2662.65238
639	2661.734847
640	2660.998841
641	2660.436662
642	2659.748243
643	2659.101226
644	2657.758891
645	2657.288332
646	2656.502269
647	2656.054245
648	2655.109872
649	2654.076682
650	2653.398158
651	2652.897199
652	2651.692433
653	2650.95737
654	2650.531205
655	2649.871705
656	2649.444241
657	2648.858105
658	2648.479773
659	2647.99544
660	2647.490349
661	2647.170767
662	2646.242008
663	2645.866319
664	2645.548005
665	2645.245821
666	2644.551564
667	2643.994121
668	2643.738622
669	2643.189759
670	2642.611762
671	2641.624584
672	2641.223447
673	2640.779215
674	2640.299618
675	2639.847537
676	2639.46992
677	2639.01367
678	2638.734108
679	2637.75858
680	2637.305288
681	2637.001085
682	2635.924109
683	2635.51894
684	2635.010768
685	2634.046918
686	2633.40977
687	2633.036649
688	2632.799773
689	2632.03749
690	2631.490473
691	2630.688197
692	2629.733141
693	2629.335587
694	2628.600493
695	2627.541811
696	2627.155753
697	2626.608005
698	2625.888518
699	2625.338148
700	2624.947884
701	2624.506359
702	2623.884596
703	2623.37339
704	2622.904519
705	2622.200435
706	2621.733211
707	2621.200591
708	2620.525722
709	2620.102106
710	2619.525554
711	2619.151263
712	2618.251668
713	2617.420588
714	2616.730316
715	2616.273985
716	2615.891937
717	2615.096023
718	2614.260304
719	2613.699123
720	2613.009538
721	2612.124249
722	2611.454721
723	2610.934388
724	2610.537815
725	2610.234736
726	2609.761704
727	2609.388935
728	2609.151867
729	2608.794412
730	2607.597225
731	2606.903809
732	2606.22522
733	2605.601176
734	2605.047835
735	2604.524171
736	2604.172269
737	2603.776542
738	2602.931565
739	2602.402074
740	2602.016133
741	2601.146755
742	2600.474401
743	2599.96036
744	2599.299009
745	2599.01475
746	2598.695544
747	2597.908643
748	2597.613203
749	2597.206142
750	2596.502528
751	2596.194436
752	2595.686194
753	2595.458688
754	2595.030417
755	2594.311129
756	2593.533956
757	2593.072677
758	2592.595549
759	2591.86393
760	2591.434252
761	2590.669635
762	2590.030173
763	2589.25742
764	2588.798203
765	2588.290904
766	2587.549066
767	2587.080746
768	2586.61248
769	2586.177865
770	2585.928728
771	2585.353563
772	2584.880778
773	2584.411332
774	2583.501523
775	2582.812972
776	2582.368981
777	2582.002403
778	2581.387284
779	2580.896916
780	2580.362498
781	2579.69204
782	2579.052335
783	2578.583132
784	2578.200043
785	2577.466382
786	2577.095813
787	2576.479605
788	2576.08118
789	2575.608844
790	2574.748537
791	2574.218602
792	2573.924787
793	2573.507708
794	2572.818533
795	2572.257077
796	2571.907646
797	2571.412453
798	2571.08481
799	2570.740858
800	2570.328819
801	2569.540078
802	2568.987403
803	2568.325707
804	2568.037978
805	2567.591259
806	2567.126891
807	2566.534384
808	2566.00044
809	2565.534902
810	2565.096801
811	2564.632408
812	2563.906561
813	2563.067639
814	2562.61666
815	2562.110376
816	2561.765901
817	2561.146276
818	2560.696385
819	2560.031732
820	2559.736744
821	2559.186591
822	2558.537082
823	2558.114617
824	2557.691086
825	2557.442891
826	2557.160309
827	2556.853037
828	2556.422976
829	2555.855379
830	2555.223432
831	2554.935347
832	2554.612028
833	2554.02704
834	2553.509443
835	2553.247741
836	2552.988135
837	2552.389862
838	2552.058966
839	2551.600316
840	2551.144929
841	2550.379005
842	2549.918902
843	2549.021573
844	2548.463842
845	2548.104704
846	2547.894972
847	2547.072106
848	2546.648609
849	2546.143244
850	2545.820866
851	2545.590193
852	2544.983187
853	2544.687198
854	2544.171685
855	2543.652143
856	2543.195438
857	2542.673698
858	2542.219903
859	2541.792725
860	2541.087419
861	2540.404934
862	2539.88922
863	2539.442717
864	2538.896804
865	2538.267187
866	2537.867742
867	2537.370066
868	2536.721019
869	2536.203808
870	2535.86249
871	2535.402168
872	2535.166036
873	2534.748946
874	2534.281829
875	2533.809042
876	2533.551407
877	2533.225225
878	2532.661363
879	2532.288516
880	2531.756415
881	2531.120345
882	2530.71593
883	2530.092865
884	2529.314428
885	2528.99064
886	2528.42908
887	2528.030295
888	2527.556075
889	2527.291794
890	2526.859943
891	2526.59034
892	2526.310853
893	2525.911663
894	2525.455387
895	2525.238058
896	2524.813641
897	2524.585896
898	2524.08365
899	2523.733309
900	2523.046653
901	2522.394752
902	2522.034041
903	2521.813362
904	2521.515981
905	2521.002963
906	2520.710296
907	2519.998087
908	2519.749294
909	2519.247884
910	2518.475831
911	2517.647333
912	2517.176315
913	2516.809821
914	2516.304981
915	2515.941922
916	2515.578123
917	2514.886244
918	2514.186376
919	2513.441121
920	2512.966737
921	2512.614288
922	2512.268794
923	2511.581124
924	2511.04585
925	2510.633392
926	2510.078511
927	2509.876449
928	2509.095647
929	2508.702623
930	2508.247591
931	2507.860214
932	2507.258004
933	2506.966659
934	2506.758568
935	2506.241557
936	2505.822344
937	2505.567244
938	2504.977204
939	2504.650861
940	2503.787365
941	2503.357883
942	2503.006543
943	2502.721113
944	2502.322469
945	2501.718965
946	2501.263313
947	2501.007151
948	2500.467478
949	2499.962428
950	2499.50844
951	2499.020659
952	2498.61869
953	2498.179255
954	2497.670089
955	2497.282848
956	2496.710739
957	2495.961906
958	2495.800787
959	2495.24566
960	2494.95943
961	2494.461953
962	2494.082063
963	2493.76474
964	2493.464959
965	2492.931646
966	2492.470054
967	2492.058923
968	2491.6496
969	2491.328865
970	2491.124226
971	2490.612411
972	2489.775766
973	2489.57894
974	2489.234516
975	2488.735682
976	2488.204764
977	2487.574192
978	2487.064878
979	2486.786245
980	2485.968626
981	2485.534868
982	2485.082916
983	2484.429342
984	2483.887444
985	2483.352576
986	2482.810428
987	2482.092036
988	2481.815928
989	2481.466339
990	2481.230624
991	2480.913472
992	2480.547033
993	2480.078351
994	2479.674504
995	2479.398935
996	2478.981734
997	2478.699563
998	2478.042741
999	2477.630566
